item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112133426,FERNANDO NVARA ENGONGA,,,,,2018-01-12,,male,Q112133426-047CF3BC-C994-4DA6-8283-93E3896B6732
Q112133402,FERNANDO OBIANG ANGUE,,,,,2018-01-12,,male,Q112133402-A8ABB5F1-FC4A-4FC2-ADBC-DD637D49A375
Q112133716,FILEBERTA PILAR BEKARI JANDU,,,,,2018-01-12,,female,Q112133716-082746CB-9AA8-4DCE-BD81-006727037C7B
Q112133725,FRANCISCA TACHUP BELOPE,,,,,2018-01-12,,female,Q112133725-F3DA26E5-1F32-493B-84E3-9B7A25780CAA
Q112128518,FRANCISCO ASUMU BIKUY,,,,,2018-01-12,,male,Q112128518-CC3AE486-6306-41B7-B2DD-BA695ABECDF2
Q112133741,GABRIEL BEE NDONG MANGUE,,,,,2018-01-12,,male,Q112133741-1BECE3FD-3500-4A6A-878A-4346B70F6F40
Q112133764,GABRIEL OROBIYI BANKOLE,,,,,2018-01-12,,male,Q112133764-1DA19FF4-F313-464E-A01A-664CE69BA69D
Q104556350,GAUDENCIO MOHABA MESU,,,,,2018-01-12,,male,Q104556350-D68444FA-7035-4D67-AB7F-39BCF8151B93
Q112133718,GLORIA ADA MBA,,,,,2018-01-12,,female,Q112133718-685D9AFA-4324-41DA-A6AF-3582F15AD2AA
Q112133409,GREGORIO ESONO MIKO,,,,,2018-01-12,,male,Q112133409-BF92A63A-06E8-4903-975D-049712C39C4B
Q112133748,HIPOLITO MBA SIMA,,,,,2018-01-12,,male,Q112133748-A2ED8DDA-736A-472F-9EDC-84F434F0AEC9
Q112133414,ISABEL ERAUL IVINA,,,,,2018-01-12,,female,Q112133414-06F1FC97-D2F7-4D50-879C-7466513AAFBA
Q112133768,ISAIAS LOKA SIALE,,,,,2018-01-12,,male,Q112133768-0426430C-E93F-4251-8DA6-F9C8ED207E97
Q112133417,JERONIMO OSA OSA EKORO,,,,,2018-01-12,,male,Q112133417-38AA5720-49BC-4442-B8DA-F59AC8C96F54
Q112133416,JESUS EVUY MONSUY,,,,,2018-01-12,,male,Q112133416-B1701CB8-B59E-4FCB-840B-5FB9E78BB866
Q112133419,JESUS MBA NGUEMA,,,,,2018-01-12,,male,Q112133419-C0D29E9C-5CD4-4F8E-B39D-B634A9DDE8EC
Q112133767,JESUS MITOGO OYONO ANDEME,,,,,2018-01-12,,male,Q112133767-0D7C7DD6-ADA2-4CB1-9625-34F78284A4A5
Q112133742,JOAQUIN MBA ABUY,,,,,2018-01-12,,male,Q112133742-91940D36-4FB6-4401-BF40-789A1D1F0EB8
Q112133730,JOSE ANTONIO ESONO ABESO MAQUINA,,,,,2018-01-12,,male,Q112133730-F4E58461-11C2-4FA8-93B1-F5B9390898A8
Q112133421,JOSE ANTONIO ESONO OBIANG,,,,,2018-01-12,,male,Q112133421-3D002003-82E6-43B3-945C-0B8914FEECAB
Q112133761,JOSE EMILIO NDONG MESIE,,,,,2018-01-12,,male,Q112133761-869081B2-21DF-4734-9851-97E19D7B0196
Q112133760,JOSE MBO ABESO ABEGUE,,,,,2018-01-12,,male,Q112133760-348CFB9F-2E25-4E84-88A6-F7C09E65417B
Q112133775,JOSE Ma ONDO OYONO EYANG,,,,,2018-01-12,,male,Q112133775-B0624171-5430-406C-9469-45D0325CB0DB
Q112133736,JOSE PABLO NVO OWONO AVIRI,,,,,2018-01-12,,male,Q112133736-31EC5762-4D26-4FEE-93E0-002E88085C9E
Q112133746,JOSE VENANCIO EYENE ONA,,,,,2018-01-12,,male,Q112133746-291D16BD-C344-4775-BAD7-00C047961061
Q112133720,JOSEFINA MEDJA NSENG MANGUE,,,,,2018-01-12,,female,Q112133720-F7C5950B-5F57-4E21-9C21-BB6A0906711F
Q112133757,JUAN AGUSTIN NDONG NVE,,,,,2018-01-12,,male,Q112133757-4DAAACDC-52F5-4BE8-BB0D-C19A0FC9EB4E
Q112133759,JUAN BENITO MONSUY EDU,,,,,2018-01-12,,male,Q112133759-8FAC427E-2458-4F0B-ABAA-E9CC9E80B4B4
Q112133427,JUAN JOSE ALAIS ESIN,,,,,2018-01-12,,male,Q112133427-9DFB1DEA-C663-4418-AAF1-91A4FBC75D55
Q112133429,JUAN ROKU ENUMBIE,,,,,2018-01-12,,male,Q112133429-E159454B-0482-4789-8FF7-D55576A41992
Q112133430,JUAN ZACARIAS ONDO BINDANG,,,,,2018-01-12,,male,Q112133430-C74DC08B-8884-489F-8F1F-27917126B7BF
Q112133762,LAMBERTO OWONO MAYE-EBANG,,,,,2018-01-12,,male,Q112133762-65DCD942-62C7-4339-B355-291D0AF0EC77
Q112133747,LUIS EDJANG NCUMU,,,,,2018-01-12,,male,Q112133747-D1148048-F4AB-410D-8224-FD38D413B782
Q112133735,LUIS MANSOGO ABESO,,,,,2018-01-12,,male,Q112133735-40370C2B-15EE-4F9E-B89E-70C994FF0B62
Q112133717,MARIA LEONOR EPAM BIRIBE,,,,,2018-01-12,,female,Q112133717-22C1C151-25EF-4E97-883A-1831B461CC8E
Q112133774,MAXIMILIANO MARTIN MEKO A.,,,,,2018-01-12,,male,Q112133774-5AF06170-117F-4188-BF15-1F7AA6F31916
Q112133732,METODIO MBA NSOGO MANGUE,,,,,2018-01-12,,male,Q112133732-490B8FF2-3545-4924-A248-ABF9FB4012D4
Q112133441,MIGUEL BOTEY SOBOLE,,,,,2018-01-12,,male,Q112133441-E740D774-83E8-4603-BAD3-94D2048B29E5
Q112128511,MIGUEL EDJANG ANGUE,,,,,2018-01-12,,male,Q112128511-EB1D2EB3-CA79-4A5C-B44A-F68B294EBA5D
Q112133727,MIGUEL MBA NSANG MIKUE,,,,,2018-01-12,,male,Q112133727-959172A7-3DAE-45B4-BD00-110EE54600B9
Q112133710,MONICA ANGUE NGUA NCHAMA,,,,,2018-01-12,,female,Q112133710-6D03FC8C-0FFF-436D-80E8-537FA149B7CD
Q112133713,Ma CONSUELO NGUEMA OYANA,,,,,2018-01-12,,female,Q112133713-1DB94E0A-2010-44BD-8D3C-5FC21FB38A62
Q112133724,Ma GORRETI MANGUE ETOHO,,,,,2018-01-12,,female,Q112133724-709E1C26-4D00-480A-B438-176B71A474DA
Q112133715,NURIA LUCIA BEHOLI,,,,,2018-01-12,,female,Q112133715-0EDD62A2-8165-487F-8B03-8A1181E57C17
Q112133444,PEDRO ONDO MITOGO,,,,,2018-01-12,,male,Q112133444-4431164B-B7E2-4775-A6EE-98A8CF4A02D4
Q112133723,PELAGIA ABESO TOMO,,,,,2018-01-12,,female,Q112133723-CBC9ADC7-8E5F-481C-AC83-5555CE808394
Q112133769,PELAYO ERIBO KUBAKUBA,,,,,2018-01-12,,male,Q112133769-695110CA-2411-4075-85CA-D308C1592AE4
Q112133728,RAMIRO PEDRO NSUE NFUMU,,,,,2018-01-12,,male,Q112133728-556746F1-995B-4402-B7A7-F9B5316A2218
Q112133445,REGINALDO ASU MANGUE,,,,,2018-01-12,,male,Q112133445-791FA14E-EBE0-48CC-BB71-7F00F03F9A08
Q112133729,REGINALDO ESONO AFUGU,,,,,2018-01-12,,male,Q112133729-CF4F0BE7-AD95-43FE-8BB8-8E81FFB8DE48
Q112133448,SALOMON NFA NDONG,,,,,2018-01-12,,male,Q112133448-3A74C0EC-C5B6-48C2-9CCC-C4B1E75122B0
Q112133451,SALVADOR BONSUNDI MABALE,,,,,2018-01-12,,male,Q112133451-D33930F2-AC3C-4202-9DDD-A18E77C24965
Q112133452,SALVADOR ELA NDONG MBUY,,,,,2018-01-12,,male,Q112133452-CC076BAA-409E-485F-9CA8-02AE8AABC1AB
Q112133453,SALVADOR NGUEMA MANGUE,,,,,2018-01-12,,male,Q112133453-A3D46FAE-49CA-409A-A983-E0296C30E519
Q112133752,SANTIAGO CASTO NVONO BIBANG,,,,,2018-01-12,,male,Q112133752-52E21906-89FE-4867-827A-81E4F91A7A2B
Q112133776,SANTIAGO ESUA NKO,,,,,2018-01-12,,male,Q112133776-8C2F3AA2-BA4F-4EE7-A47F-FB10E5EEC461
Q112133753,SANTIAGO NGUEMA ABAGA MANGUE,,,,,2018-01-12,,male,Q112133753-F6182951-E320-4BEF-8ED1-DE009DE90900
Q112133457,SANTIAGO ONDO ESONO,,,,,2018-01-12,,male,Q112133457-865A7C72-E513-4EBB-AEBD-C7D6EA41B7D0
Q112133751,SANTOS OBA OBAMA,,,,,2018-01-12,,male,Q112133751-523B9CBB-D042-4D55-92CD-BB9FBA1B3FC0
Q112133733,SATURNINO ENGUAN EMAN,,,,,2018-01-12,,male,Q112133733-850032EE-B6C9-471C-A77B-1B4436B853A7
Q112133743,SERAFIN ONDO MAYE,,,,,2018-01-12,,male,Q112133743-5AF836EF-A7B5-4B26-B896-20E272404E3B
Q112128519,SEVERINO ONDO NGUEMA,,,,,2018-01-12,,male,Q112128519-3F8427AB-7BAF-408F-BD93-056297499C8A
Q112133458,SILVESTRE ABAGA EYANG,,,,,2018-01-12,,male,Q112133458-6A35A3C0-CD58-4133-B2EC-193A47E8A6B4
Q112133745,Santiago NSOBEYA EFUMAN N.,,,,,2018-01-12,,male,Q112133745-3EA1D6D6-728A-4A27-AFF5-1D4AFC152496
Q112133766,TOMAS MBA MONABANG,,,,,2018-01-12,,male,Q112133766-ECE34DBE-1B7D-4A0B-9838-0106FA45A1F3
Q112133771,VENANCIO KAMI FOGATA,,,,,2018-01-12,,male,Q112133771-D931E137-A8C6-4EB0-ACEB-FAB75380CD6E
Q112133756,VICENTE ABESO MBUY,,,,,2018-01-12,,male,Q112133756-24693673-45E1-4447-B303-E40157B46982
